ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Neu5Ac,Fuc,Na+,Perm,Perm Score,hCG alpha,hCG beta
1-42-1,35760.9200,91.7,1,12.00,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,12.00,A2S1G1/A2S2,unmodified/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
1-42-2,35760.9200,91.7,2,11.18,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,11.18,A2G2/A2S1G1,unmodified/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/2 x Core + 3 x S
1-42-3,35760.9200,91.7,3,10.68,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,10.68,A2S1G1/A2S1G1,unmodified/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-4,35760.9200,91.7,4,10.63,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,10.63,A2G2/A2S2,unmodified/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-5,35760.9200,91.7,5,8.43,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,8.43,A2S1G1/A2S1G1,unmodified/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
1-42-6,35760.9200,91.7,6,8.39,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,8.39,A2G2/A2S2,unmodified/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
1-42-7,35760.9200,91.7,7,5.52,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,5.52,A2S2/A2S2,unmodified/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
1-42-8,35760.9200,91.7,8,2.43,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,2.43,A2S1G1/A2S2,unmodified/A2S1G1F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-9,35760.9200,91.7,9,2.02,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,2.02,A2S2/A2S2,unmodified/A2S1G1F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
1-42-10,35760.9200,91.7,10,0.93,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.93,A2S2/A2S2,unmodified/A2S1G1F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
1-42-11,35760.9200,91.7,11,0.30,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.30,A1G1/A2S2,unmodified/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
1-42-12,35760.9200,91.7,12,0.26,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.26,A1S1/A2S1G1,unmodified/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
1-42-13,35760.9200,91.7,13,0.25,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.25,A2S1G1/A3S2G1,unmodified/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-14,35760.9200,91.7,14,0.18,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.18,unmodified/A2S2,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
1-42-15,35760.9200,91.7,15,0.18,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.18,A2G2/A3S2G1,unmodified/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-16,35760.9200,91.7,16,0.15,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.15,unmodified/A2S2,A2S1G1/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
1-42-17,35760.9200,91.7,17,0.13,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.13,A2G2/A3S3,unmodified/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-18,35760.9200,91.7,18,0.12,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.12,A1S1/A2S2,unmodified/A2S1G1F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
1-42-19,35760.9200,91.7,19,0.12,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.12,A2S1G1/A3S1G2,unmodified/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-20,35760.9200,91.7,20,0.08,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.08,A2S2/A3S1G2,unmodified/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
1-42-21,35760.9200,91.7,21,0.07,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.07,unmodified/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
1-42-22,35760.9200,91.7,22,0.06,1,35762.6800,-1.7600,-49,20,17,11,1,0,0,0.06,unmodified/A2S2,A2S2/A2S1G1F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-0,37967.1700,90.2,0,24.18,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,24.18,A2S1G1/A2S2,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-1,37967.1700,90.2,1,11.27,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,11.27,A2S1G1/A2S2,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
2-10-2,37967.1700,90.2,2,8.42,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,8.42,A2S1G1/A2S1G1,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-10-3,37967.1700,90.2,3,8.38,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,8.38,A2G2/A2S2,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-10-4,37967.1700,90.2,4,6.65,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,6.65,A2S1G1/A2S1G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
2-10-5,37967.1700,90.2,5,6.62,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,6.62,A2G2/A2S2,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
2-10-6,37967.1700,90.2,6,5.82,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,5.82,A2S2/A2S2,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
2-10-7,37967.1700,90.2,7,5.12,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,5.12,A2S1G1/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-10-8,37967.1700,90.2,8,4.79,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,4.79,A2S2/A2S2,A2S1G1/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-9,37967.1700,90.2,9,4.61,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,4.61,A2G2/A2S1G1,A2S2/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/2 x Core + 3 x S
2-10-10,37967.1700,90.2,10,4.10,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,4.10,A2S1G1/A2S2,A2S1G1/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
2-10-11,37967.1700,90.2,11,2.20,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,2.20,A2S2/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
2-10-12,37967.1700,90.2,12,2.07,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,2.07,A2S2/A2S2,A2S2/A2S1G1F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-13,37967.1700,90.2,13,0.54,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.54,A2S1G1/A3S2G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-10-14,37967.1700,90.2,14,0.50,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.50,A2S1G1/A3S3,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/1 x Core + 2 x S
2-10-15,37967.1700,90.2,15,0.48,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.48,A2S2/A3S2G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/1 x Core + 2 x S
2-10-16,37967.1700,90.2,16,0.39,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.39,A2G2/A3S2G1,A2S2/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-10-17,37967.1700,90.2,17,0.32,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.32,A2S1G1/A3S3,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 1 x S
2-10-18,37967.1700,90.2,18,0.31,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.31,A2S2/A3S2G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 1 x S
2-10-19,37967.1700,90.2,19,0.28,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.28,A1S1/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-20,37967.1700,90.2,20,0.28,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.28,A2G2/A3S3,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-10-21,37967.1700,90.2,21,0.28,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.28,A1G1/A2S2,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-22,37967.1700,90.2,22,0.25,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.25,A2S1G1/A3S1G2,A2S2/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-10-23,37967.1700,90.2,23,0.23,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.23,A1S1/A2S1G1,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-20-0,37967.1700,90.2,24,0.21,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.21,A2S1G1F/A2S2,A2S1G1F/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-24,37967.1700,90.2,25,0.18,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.18,A2S2/A3S1G2,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
2-20-1,37967.1700,90.2,26,0.18,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.18,A2S1G1F/A2S2,A2S2F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
2-20-2,37967.1700,90.2,27,0.15,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.15,A2S2F/A2S1G1,A2S1G1F/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-20-3,37967.1700,90.2,28,0.14,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.14,A2S1G1F/A2S1G1,A2S2F/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-20-4,37967.1700,90.2,29,0.13,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.13,A2S2F/A2S1G1,A2S2F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
2-20-5,37967.1700,90.2,30,0.12,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.12,A2G2F/A2S2,A2S2F/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-20-6,37967.1700,90.2,31,0.11,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.11,A2S2F/A2S2,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
2-20-7,37967.1700,90.2,32,0.10,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.10,A2S1G1F/A2S2,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
2-20-8,37967.1700,90.2,33,0.09,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.09,A1G1/A2S2F,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-20-9,37967.1700,90.2,34,0.09,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.09,A2S1G1F/A1S1,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-10-25,37967.1700,90.2,35,0.09,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.09,A1G1/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/2 x Core + 3 x S
2-10-26,37967.1700,90.2,36,0.07,1,37968.6730,-1.5030,-40,25,21,13,1,0,0,0.07,A1S1/A2S1G1,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/2 x Core + 3 x S
2-20-10,37967.1700,90.2,37,0.07,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.07,A2S2F/A2S1G1,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
2-6-0,37967.1700,90.2,38,0.07,1,37966.6289,0.5411,14,27,20,12,2,1,0,0.07,M6/A2S2,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
2-20-11,37967.1700,90.2,39,0.06,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.06,A2S1G1F/A2S1G1,A2S2F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
2-20-12,37967.1700,90.2,40,0.05,1,37969.7010,-2.5310,-67,25,21,12,3,0,0,0.05,A2G2F/A2S2,A2S2F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
3-11-0,37676.0100,85.0,0,14.16,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,14.16,A2S1G1/A2S2,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
3-11-1,37676.0100,85.0,1,11.65,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,11.65,A2S1G1/A2S2,A2S1G1/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-11-2,37676.0100,85.0,2,10.71,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,10.71,A2S1G1/A2S1G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-11-3,37676.0100,85.0,3,10.66,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,10.66,A2G2/A2S2,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-11-4,37676.0100,85.0,4,6.79,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,6.79,A2G2/A2S1G1,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-11-5,37676.0100,85.0,5,5.36,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,5.36,A2G2/A2S1G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
3-11-6,37676.0100,85.0,6,5.35,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,5.35,A2S1G1/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
3-11-7,37676.0100,85.0,7,5.04,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,5.04,A2S1G1/A2S2,A2S2/A2S1G1F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-11-8,37676.0100,85.0,8,4.99,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,4.99,A2S1G1/A2S1G1,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
3-11-9,37676.0100,85.0,9,4.97,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,4.97,A2G2/A2S2,A2S2/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 2 x S
3-11-10,37676.0100,85.0,10,3.98,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,3.98,A2S2/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
3-11-11,37676.0100,85.0,11,2.27,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,2.27,A2S1G1/A2S1G1,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-11-12,37676.0100,85.0,12,2.26,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,2.26,A2G2/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-11-13,37676.0100,85.0,13,1.82,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,1.82,A2S1G1/A2S1G1,A2S1G1/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
3-11-14,37676.0100,85.0,14,1.81,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,1.81,A2G2/A2S2,A2S1G1/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/2 x Core + 3 x S
3-11-15,37676.0100,85.0,15,1.72,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,1.72,A2S2/A2S2,A2S2/A2S1G1F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
3-11-16,37676.0100,85.0,16,1.41,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,1.41,A2S2/A2S2,A2S1G1/A2S1G1F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-11-17,37676.0100,85.0,17,0.65,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.65,A2G2/A2G2,A2S2/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/2 x Core + 3 x S
3-11-18,37676.0100,85.0,18,0.53,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.53,A2S1G1/A3S2G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/1 x Core + 2 x S
3-6-0,37676.0100,85.0,19,0.49,1,37675.4010,0.6090,16,23,19,14,2,0,0,0.49,A1S1/A2S2,A2S2F/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-6-1,37676.0100,85.0,20,0.41,1,37675.4010,0.6090,16,23,19,14,2,0,0,0.41,A1S1/A2S2F,A2S2/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-11-19,37676.0100,85.0,21,0.34,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.34,A2G2/A3S2G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-11-20,37676.0100,85.0,22,0.34,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.34,A2S1G1/A3S2G1,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 1 x S
3-11-21,37676.0100,85.0,23,0.28,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.28,A2G2/A3S3,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/1 x Core + 2 x S
3-11-22,37676.0100,85.0,24,0.23,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.23,A2S1G1/A3S1G2,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-11-23,37676.0100,85.0,25,0.18,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.18,A2S2/A3S1G2,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/1 x Core + 2 x S
3-11-24,37676.0100,85.0,26,0.18,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.18,A2G2/A3S3,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 1 x S
3-11-25,37676.0100,85.0,27,0.16,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.16,A2G2/A3S1G2,A2S2/A2S2F/1 x Core + 2 x S/2 x Core + 3 x S/1 x Core + 2 x S
3-24-0,37676.0100,85.0,28,0.15,1,37678.4450,-2.4350,-65,25,21,11,3,0,0,0.15,A2S1G1F/A2S2,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
3-11-26,37676.0100,85.0,29,0.15,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.15,A1G1/A2S2,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-24-1,37676.0100,85.0,30,0.14,1,37678.4450,-2.4350,-65,25,21,11,3,0,0,0.14,A2S1G1F/A2S1G1,A2S1G1F/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-11-27,37676.0100,85.0,31,0.13,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.13,A1S1/A2S1G1,A2S1G1/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-24-2,37676.0100,85.0,32,0.12,1,37678.4450,-2.4350,-65,25,21,11,3,0,0,0.12,A2G2F/A2S2,A2S1G1F/A2S2F/1 x Core + 1 x S/2 x Core + 2 x S/2 x Core + 3 x S
3-24-3,37676.0100,85.0,33,0.12,1,37678.4450,-2.4350,-65,25,21,11,3,0,0,0.12,A2S1G1F/A2S1G1,A2S2F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
3-11-28,37676.0100,85.0,34,0.11,1,37677.4170,-1.4070,-37,25,21,12,1,0,0,0.11,A2S2/A3S1G2,A2S2/A2S2F/1 x Core + 1 x S/2 x Core + 3 x S/1 x Core + 1 x S
3-24-4,37676.0100,85.0,35,0.11,1,37678.4450,-2.4350,-65,25,21,11,3,0,0,0.11,A2S2F/A2S1G1,A2S1G1F/A2S2F/2 x Core + 2 x S/2 x Core + 2 x S/1 x Core + 1 x S
